Energy,IncidentSpectraPerAreaPermAsPerKev
5336.65009035409,5319.58322010645
5361.605997558,5417.47929570348
5386.5619047619,6010.74604735273
5411.51781196581,5844.34299596267
5436.47371916972,7064.53305201899
5461.42962637363,7624.13728903381
5486.38553357753,7985.55084309971
5511.34144078144,6664.28215000268
5536.29734798535,7421.61959503705
5561.25325518926,7980.81679832716
5586.20916239316,7814.43761867391
5611.16506959707,8307.4722750688
5636.12097680098,7811.55006334383
5661.07688400488,8996.49911833453
5686.03279120879,8632.48198390829
5710.9886984127,8400.39114194292
5735.94460561661,9551.76608626177
5760.90051282051,10735.716101854
5785.85642002442,10799.8160034561
5810.81232722833,10600.5599853077
5835.76823443223,10928.0518114053
5860.72414163614,11354.2057000035
5885.68004884005,10694.3717095482
5910.63595604396,11515.3047151447
5935.59186324786,11645.2101260812
5960.54777045177,12334.2625650856
5985.50367765568,13088.9256845342
6010.45958485959,14073.5878308194
6035.41549206349,13447.0029816292
6060.3713992674,13379.4636600694
6085.32730647131,13673.5310057866
6110.28321367521,14033.2808050607
6135.23912087912,15148.763311842
6160.19502808303,14391.1728208155
6185.15093528694,16196.2964211141
6210.10684249084,15931.5539357724
6235.06274969475,17736.1205834421
6260.01865689866,18062.4598754269
6284.97456410256,17567.8319898605
6309.93047130647,17303.183859935
6334.88637851038,17629.5627785649
6359.84228571429,18448.2952344211
6384.79819291819,17527.2855380943
6409.7541001221,19789.9638676585
6434.71000732601,20181.7065272786
6459.66591452991,20868.7174712933
6484.62182173382,20013.5964219667
6509.57772893773,21028.6200030249
6534.53363614164,23093.173669565
6559.48954334554,21057.411529842
6584.44545054945,24531.9077093667
6609.40135775336,22332.5017344407
6634.35726495727,23806.0969453758
6659.31317216117,24131.8978098212
6684.26907936508,23080.7110360275
6709.22498656899,23504.9493658866
6734.18089377289,24650.3123527282
6759.1368009768,24779.4458951518
6784.09270818071,26088.4853332868
6809.04861538462,25299.9638432514
6834.00452258852,24872.0732183461
6858.96042979243,26049.8825692722
6883.91633699634,24770.2103755032
6908.87224420024,26570.4465149735
6933.82815140415,26372.1071407144
6958.78405860806,26665.2203180386
6983.73996581197,26335.9824329008
7008.69587301587,26334.3817861322
7033.65178021978,28494.487691154
7058.60768742369,28951.3836575486
7083.5635946276,31012.9768922601
7108.5195018315,31076.8567475149
7133.47540903541,30878.8392159619
7158.43131623932,32842.0028246851
7183.38722344322,32447.6192220656
7208.34313064713,35229.2190326494
7233.29903785104,38272.5965338685
7258.25494505495,37027.1113224197
7283.21085225885,37418.6779135001
7308.16675946276,41673.1948767876
7333.12266666667,40984.5474754236
7358.07857387057,42358.3257946876
7383.03448107448,44485.0384814884
7407.99038827839,43633.0944555664
7432.9462954823,44319.7463763592
7457.9022026862,43697.2425147724
7482.85810989011,47133.6303226892
7507.81401709402,44874.8488288947
7532.76992429792,45660.2675643903
7557.72583150183,44743.8202177666
7582.68173870574,43565.6855806344
7607.63764590965,43762.4423172729
7632.59355311355,44253.9690370642
7657.54946031746,41276.0195973079
7682.50536752137,43470.0192400135
7707.46127472528,42783.6938473914
7732.41718192918,40624.4371533056
7757.37308913309,40887.7210964633
7782.328996337,40758.3666914096
7807.2849035409,44852.5418032327
7832.24081074481,44887.4768507158
7857.19671794872,47018.1632245883
7882.15262515263,49902.4603597974
7907.10853235653,54653.9369417583
7932.06443956044,60880.055481697
7957.02034676435,67172.9339863752
7981.97625396825,74908.3729550168
8006.93216117216,90212.4073613854
8031.88806837607,102669.653573956
8056.84397557998,124860.626252872
8081.79988278388,139455.096240606
8106.75578998779,165162.839114946
8131.7116971917,191303.722042473
8156.6676043956,223811.357278607
8181.62351159951,253509.668870799
8206.57941880342,284562.20111866
8231.53532600733,312576.070387404
8256.49123321123,350308.772086287
8281.44714041514,376345.561400786
8306.40304761905,395274.540949666
8331.35895482296,416772.754936449
8356.31486202686,433982.716069467
8381.27076923077,438137.782751832
8406.22667643468,440525.165987908
8431.18258363859,430142.410453147
8456.13849084249,414995.99989189
8481.0943980464,402146.291939017
8506.05030525031,373684.293196271
8531.00621245421,356289.416915774
8555.96211965812,318372.256181588
8580.91802686203,291258.487679534
8605.87393406594,259889.037458271
8630.82984126984,229985.285420254
8655.78574847375,200329.735428666
8680.74165567766,178988.760305692
8705.69756288156,155725.978892864
8730.65347008547,131263.727054708
8755.60937728938,112785.113107758
8780.56528449328,100031.863162254
8805.52119169719,90502.9199593996
8830.4770989011,78328.4725701281
8855.43300610501,73242.2233792624
8880.38891330891,67888.6973824664
8905.34482051282,59327.4630564554
8930.30072771673,60905.2666436685
8955.25663492064,56302.7068195209
8980.21254212454,57749.6130320066
9005.16844932845,54433.4809037365
9030.12435653236,54226.8871909617
9055.08026373626,57895.9303676113
9080.03617094017,60740.7590551739
9104.99207814408,62395.5862327581
9129.94798534799,70886.0344556662
9154.90389255189,74806.1728338062
9179.8597997558,82118.4057346788
9204.81570695971,90502.7786152553
9229.77161416361,100460.024547258
9254.72752136752,115186.334447238
9279.68342857143,129631.711120956
9304.63933577534,149390.886998649
9329.59524297924,170508.902147874
9354.55115018315,190721.771854417
9379.50705738706,214432.68449516
9404.46296459096,232534.884510976
9429.41887179487,257646.491348443
9454.37477899878,282059.947170603
9479.33068620269,300856.984328268
9504.28659340659,321793.602497473
9529.2425006105,343970.644845137
9554.19840781441,356864.152314222
9579.15431501832,374210.607288923
9604.11022222222,377485.631328641
9629.06612942613,389877.617415451
9654.02203663004,388976.530048766
9678.97794383394,388752.463677753
9703.93385103785,378360.194337575
9728.88975824176,373147.817600121
9753.84566544567,363410.209608202
9778.80157264957,338227.030974824
9803.75747985348,332170.106050545
9828.71338705739,318833.100626181
9853.6692942613,296333.442877617
9878.6252014652,277796.088122786
9903.58110866911,251526.819241553
9928.53701587302,235568.551907984
9953.49292307692,216897.543220333
9978.44883028083,196253.671170586
10003.4047374847,175605.649427921
10028.3606446886,161362.093707371
10053.3165518926,144088.428011043
10078.2724590965,127532.580585382
10103.2283663004,113748.091109819
10128.1842735043,103256.728396607
10153.1401807082,90550.6201035499
10178.0960879121,81729.4184629777
10203.051995116,72477.56420988
10228.0079023199,65441.1394206256
10252.9638095238,60214.2458590676
10277.9197167277,52356.5523696667
10302.8756239316,50278.5899359298
10327.8315311355,45743.3783646463
10352.7874383394,42685.322160187
10377.7433455433,41248.1764041645
10402.6992527473,40258.8373417925
10427.6551599512,40031.3979567696
10452.6110671551,39108.6503392776
10477.566974359,35190.6044522418
10502.5228815629,36351.4336714354
10527.4787887668,36224.5202901465
10552.4346959707,37076.1906557994
10577.3906031746,37825.6341937584
10602.3465103785,36790.6093351968
10627.3024175824,39612.7619621848
10652.2583247863,38016.1623162501
10677.2142319902,38421.1001525382
10702.1701391941,40096.0753739703
10727.126046398,39235.8550187149
10752.081953602,43143.8598020338
10777.0378608059,44551.2928317569
10801.9937680098,46813.9062511482
10826.9496752137,51816.5645975594
10851.9055824176,51751.9868616831
10876.8614896215,58024.2219495811
10901.8173968254,58112.7663386203
10926.7733040293,62558.5113493797
10951.7292112332,63728.6142830654
10976.6851184371,69702.7919864384
11001.641025641,71570.9644947427
11026.5969328449,70607.2344366604
11051.5528400488,75831.5408390245
11076.5087472527,76531.4664589388
11101.4646544567,76259.6176884181
11126.4205616606,77868.4188459964
11151.3764688645,77961.8492657621
11176.3323760684,78419.3190317213
11201.2882832723,80405.8646867067
11226.2441904762,73224.2313542722
11251.2000976801,75903.3236597038
11276.156004884,74025.2535521942
11301.1119120879,68664.2697324671
11326.0678192918,65741.7863740444
11351.0237264957,65748.0964990315
11375.9796336996,62296.2243025002
11400.9355409035,59053.7575293018
11425.8914481074,58939.138355387
11450.8473553114,56974.834200065
11475.8032625153,55411.5818191707
11500.7591697192,54140.1440740778
11525.7150769231,51934.4240646267
11550.670984127,53187.2274726361
11575.6268913309,48470.4416068745
11600.5827985348,46729.2728572345
11625.5387057387,42620.3207364978
11650.4946129426,44805.537127604
11675.4505201465,41091.7064235899
11700.4064273504,41096.3826087583
11725.3623345543,39439.226555855
11750.3182417582,39819.8502861946
11775.2741489621,37623.2851223362
11800.2300561661,35380.2595105859
11825.18596337,34994.3744900727
11850.1418705739,35828.1820157345
11875.0977777778,33301.1185963651
11900.0536849817,35514.5965568109
11925.0095921856,32977.0469581781
11949.9654993895,35084.0574380188
11974.9214065934,34925.6456238238
11999.8773137973,31869.578821573
12024.8332210012,31897.7861588886
12049.7891282051,33671.991342098
12074.745035409,30244.6925254567
12099.7009426129,31516.8873765464
12124.6568498169,33458.42760441
12149.6127570208,31926.3611330901
12174.5686642247,31446.5354322886
12199.5245714286,32182.9679101378
12224.4804786325,32844.0375866384
12249.4363858364,32521.4957085732
12274.3922930403,29310.2006990533
12299.3482002442,32269.0896686909
12324.3041074481,35519.427497817
12349.260014652,31736.3705880569
12374.2159218559,30929.6833067863
12399.1718290598,33199.4581475771
12424.1277362637,34276.9692141604
12449.0836434676,32908.4802669641
12474.0395506716,33708.6377576315
12498.9954578755,31606.2873190968
12523.9513650794,32528.787220464
12548.9072722833,32685.1930541166
12573.8631794872,33086.3348592383
12598.8190866911,31452.4020244782
12623.774993895,31199.3913757928
12648.7309010989,33401.2805166425
12673.6868083028,32823.663660152
12698.6427155067,33765.1133651297
12723.5986227106,34752.3728302963
12748.5545299145,31736.1143009626
12773.5104371184,33427.6222374079
12798.4663443223,31888.6645244253
12823.4222515263,31840.7592269886
12848.3781587302,31041.6970429829
12873.3340659341,30489.7756364351
12898.289973138,32325.0245128742
12923.2458803419,31059.2009620144
12948.2017875458,31725.2979272527
12973.1576947497,34126.4010111955
12998.1136019536,33321.5908262094
13023.0695091575,32215.7371201045
13048.0254163614,33614.920864786
13072.9813235653,33442.8390911041
13097.9372307692,31302.8275619916
13122.8931379731,34468.0926147661
13147.849045177,37004.6532655478
13172.804952381,32789.3696415748
13197.7608595849,36112.1309572423
13222.7167667888,35121.1958153487
13247.6726739927,33777.9103391854
13272.6285811966,31818.4051818686
13297.5844884005,32641.7590163345
13322.5403956044,34913.1325344328
13347.4963028083,35748.7216215692
13372.4522100122,34433.7745256288
13397.4081172161,33597.0195156435
13422.36402442,34303.0968995285
13447.3199316239,35899.2472843616
13472.2758388278,36392.827223121
13497.2317460317,35151.4538077172
13522.1876532357,32652.8319393779
13547.1435604396,36097.6116721774
13572.0994676435,36282.522280752
13597.0553748474,34577.4303309037
13622.0112820513,36429.489598854
13646.9671892552,31728.4070453598
13671.9230964591,36169.4481447742
13696.879003663,33854.1870644971
13721.8349108669,35815.2144898569
13746.7908180708,34721.6731411031
13771.7467252747,35869.8106902437
13796.7026324786,36978.0757962672
13821.6585396825,33849.5331748522
13846.6144468864,34079.6309485617
13871.5703540904,34542.7427547877
13896.5262612943,33241.6129272746
13921.4821684982,34404.1023605874
13946.4380757021,35292.3792889064
13971.393982906,35529.2119811349
13996.3498901099,35391.2553325309
14021.3057973138,32990.2695280081
14046.2617045177,36436.0439870995
14071.2176117216,36393.9531632265
14096.1735189255,34165.6905851158
14121.1294261294,36880.5744733576
14146.0853333333,36361.2539897158
14171.0412405372,35455.6493089115
14195.9971477411,37235.4816796783
14220.9530549451,35267.1123561108
14245.908962149,36234.7776399811
14270.8648693529,37353.059211611
14295.8207765568,36048.3244412102
14320.7766837607,36538.7523459761
14345.7325909646,36298.978564149
14370.6884981685,38115.3726446506
14395.6444053724,37534.5083431712
14420.6003125763,36260.4992586218
14445.5562197802,36757.7788473948
14470.5121269841,36811.8159218823
14495.468034188,38654.6590110512
14520.4239413919,37468.4395372629
14545.3798485958,36974.8713754185
14570.3357557998,36027.3796066647
14595.2916630037,38089.3399298128
14620.2475702076,38298.3345246568
14645.2034774115,37346.0234174326
14670.1593846154,37756.4699388054
14695.1152918193,37965.7885735586
14720.0711990232,39144.5461892915
14745.0271062271,37518.5292791
14769.983013431,37318.3376431855
14794.9389206349,37990.7574251164
14819.8948278388,39079.2967173926
14844.8507350427,36709.7390180203
14869.8066422466,39148.6406621575
14894.7625494506,35985.2038688561
14919.7184566545,37601.2778753165
14944.6743638584,37448.2163179103
14969.6302710623,37346.5225140921
14994.5861782662,36507.5738294904
15019.5420854701,38143.1428640277
15044.497992674,39999.6512639781
15069.4538998779,36242.0609676426
15094.4098070818,36879.4732162473
15119.3657142857,40349.1189556074
15144.3216214896,38379.0017326826
15169.2775286935,38973.9878957153
15194.2334358974,36126.4991392016
15219.1893431013,37581.9346747376
15244.1452503053,39262.3071987752
15269.1011575092,38616.8358060418
15294.0570647131,35570.5742639252
15319.012971917,38242.6218843921
15343.9688791209,37149.4620307673
15368.9247863248,38412.6700744349
15393.8806935287,35990.3636312841
15418.8366007326,38362.7280117851
15443.7925079365,38254.0363589379
15468.7484151404,34697.0148117144
15493.7043223443,38145.5719747337
15518.6602295482,38537.9757954223
15543.6161367521,37529.99986379
15568.572043956,37528.5810895875
15593.52795116,37244.7607786299
15618.4838583639,37015.6177401433
15643.4397655678,35365.7062673504
15668.3956727717,36381.71757855
15693.3515799756,40715.6072360269
15718.3074871795,37686.6297808945
15743.2633943834,37396.7079213746
15768.2193015873,38314.7450493849
15793.1752087912,39122.4270402465
15818.1311159951,40166.5079672941
15843.087023199,38309.8854030579
15868.0429304029,37258.1896585122
15892.9988376068,37369.5646514478
15917.9547448107,38126.5618591816
15942.9106520147,39064.3202247611
15967.8665592186,41541.6302012062
15992.8224664225,37523.1749892357
16017.7783736264,35914.1739325059
16042.7342808303,37272.2619107522
16067.6901880342,38041.0470262005
16092.6460952381,39592.8521645659
16117.602002442,38510.248883568
16142.5579096459,40855.6012595033
16167.5138168498,39044.393256052
16192.4697240537,40010.5901627413
16217.4256312576,39522.9939206223
16242.3815384615,38849.1880399184
16267.3374456654,37620.4707177554
16292.2933528694,40004.0391494243
16317.2492600733,39816.9685901941
16342.2051672772,39937.0852068416
16367.1610744811,38324.04988424
16392.116981685,39371.2445616962
16417.0728888889,38929.5602638068
16442.0287960928,38110.0353418822
16466.9847032967,37849.2183348263
16491.9406105006,39283.5620495147
16516.8965177045,37447.9929576205
16541.8524249084,36612.7456028779
16566.8083321123,37294.3508057095
16591.7642393162,37852.5398234855
16616.7201465201,39945.2416421883
16641.6760537241,37506.048102994
16666.631960928,36849.266571597
16691.5878681319,40116.0854255559
16716.5437753358,38881.3021015913
16741.4996825397,37120.4291331922
16766.4555897436,38012.6828576084
16791.4114969475,37215.4497838527
16816.3674041514,38962.6183274848
16841.3233113553,36457.8928618398
16866.2792185592,38081.1809252461
16891.2351257631,38328.622008197
16916.191032967,39635.9497085932
16941.1469401709,36769.4990417848
16966.1028473748,40409.386389711
16991.0587545788,40665.5428467756
17016.0146617827,37774.9752289866
17040.9705689866,36008.5595485686
17065.9264761905,37061.2088626174
17090.8823833944,39539.2779587518
17115.8382905983,38032.2252235709
17140.7941978022,38011.6486410159
17165.7501050061,39832.1521094186
17190.70601221,38105.8922873896
17215.6619194139,37192.2299793947
17240.6178266178,36685.6396382999
17265.5737338217,40248.8378993676
17290.5296410256,38501.3025923023
17315.4855482296,36464.9564274861
17340.4414554335,39501.640226756
17365.3973626374,38713.0517108697
17390.3532698413,38269.760419703
17415.3091770452,39510.7020566928
17440.2650842491,40547.2557325177
17465.220991453,36001.9846117875
17490.1768986569,40084.085602171
17515.1328058608,38141.9611525619
17540.0887130647,40184.7371945187
17565.0446202686,35151.8783428663
17590.0005274725,41793.0554400204
17614.9564346764,38390.3628362955
17639.9123418803,37350.7376943624
17664.8682490843,37826.1838057436
17689.8241562882,38231.4610269758
17714.7800634921,36889.1392709462
17739.735970696,38975.1491757769
17764.6918778999,39459.8228310583
17789.6477851038,37592.8912953112
17814.6036923077,37116.2824772617
17839.5595995116,35452.211393601
17864.5155067155,37192.5996629513
17889.4714139194,38645.3114325352
17914.4273211233,35550.5800451696
17939.3832283272,36032.5277214819
17964.3391355311,35915.9272960163
17989.295042735,33763.4132339596
18014.250949939,36662.2243205085
18039.2068571429,35938.8141811019
18064.1627643468,39773.6088420375
18089.1186715507,36461.0089099008
18114.0745787546,35193.7585754572
18139.0304859585,35683.4924291382
18163.9863931624,38254.0048502253
18188.9423003663,36825.1518744901
18213.8982075702,37400.590970048
18238.8541147741,37668.4497844761
18263.810021978,32718.2053397387
18288.7659291819,35395.0108309321
18313.7218363858,38244.308625108
18338.6777435897,36551.2775301583
18363.6336507937,32640.1410487924
18388.5895579976,35663.9759270736
18413.5454652015,35770.971236257
18438.5013724054,38423.9253307689
18463.4572796093,37900.7708487246
18488.4131868132,34653.0592452598
18513.3690940171,35077.9157888141
18538.325001221,40899.1342831724
18563.2809084249,39083.4789158553
18588.2368156288,38471.4268788895
18613.1927228327,35743.2111641161
18638.1486300366,35605.5663750765
18663.1045372405,33750.5956021937
18688.0604444444,35162.7601912891
18713.0163516484,38144.9688677901
18737.9722588523,36032.4399334072
18762.9281660562,34403.1207388725
18787.8840732601,37657.540600074
18812.839980464,37603.254561384
18837.7958876679,33626.5449358209
18862.7517948718,34479.7342770853
18887.7077020757,36932.4526493001
18912.6636092796,38810.0726205345
18937.6195164835,35885.5648899724
18962.5754236874,35483.9100512568
18987.5313308913,37457.7667715206
19012.4872380952,34501.9314509831
19037.4431452991,33920.576538101
19062.3990525031,34877.9294503191
19087.354959707,34121.6155872486
19112.3108669109,35601.7333902165
19137.2667741148,39511.0450729226
19162.2226813187,36245.9117712072
19187.1785885226,31221.7199878424
19212.1344957265,36023.9430800314
19237.0904029304,37354.8568229048
19262.0463101343,33867.5428475501
19287.0022173382,34759.2049690483
19311.9581245421,37773.9174898149
19336.914031746,31865.8448253993
19361.8699389499,35421.7212977676
19386.8258461538,34368.2204915597
19411.7817533578,36701.48844662
19436.7376605617,31704.168331188
19461.6935677656,35030.641006102
19486.6494749695,35313.3597658142
19511.6053821734,35055.2692079123
19536.5612893773,34251.6185208625
19561.5171965812,35714.8367131077
19586.4731037851,32264.5265755015
19611.429010989,32998.503433762
19636.3849181929,36486.668091717
19661.3408253968,36592.9461904113
19686.2967326007,35131.8908673213
19711.2526398046,34216.8152980356
19736.2085470085,33203.3009867414
19761.1644542125,36183.2245850802
19786.1203614164,34702.3661928201
19811.0762686203,37329.0185603546
19836.0321758242,33590.2526734598
19860.9880830281,31711.4242545507
19885.943990232,33218.7390655178
19910.8998974359,31232.5955210209
19935.8558046398,37587.3752335281
19960.8117118437,31889.1770304769
19985.7676190476,36658.9843764145
20010.7235262515,33509.4271618086
20035.6794334554,30533.4088548086
20060.6353406593,34665.6565860262
20085.5912478632,32930.5968537583
20110.5471550672,35737.1088189574
20135.5030622711,32149.0684659959
20160.458969475,39059.9465371218
20185.4148766789,34678.6364152432
20210.3707838828,34876.2317474874
20235.3266910867,36450.1121308099
20260.2825982906,35175.3216030943
20285.2385054945,34386.9375990604
20310.1944126984,34782.8575367716
20335.1503199023,32000.545531195
20360.1062271062,33686.9008455575
20385.0621343101,33483.5492082466
20410.018041514,32075.870223002
20434.973948718,33675.5370234697
20459.9298559219,32158.8950706176
20484.8857631258,33666.257079672
20509.8416703297,31836.1003722811
20534.7975775336,34672.380145193
20559.7534847375,35179.2738159423
20584.7093919414,34768.3936034592
20609.6652991453,32508.9044286783
20634.6212063492,33218.6808370544
20659.5771135531,32385.1353370399
20684.533020757,31339.6629287385
20709.4889279609,31014.0095727158
20734.4448351648,32454.5629160052
20759.4007423687,30669.1927866207
20784.3566495727,34313.2694761609
20809.3125567766,31473.2902870756
20834.2684639805,33772.0908820702
20859.2243711844,32390.8765628552
20884.1802783883,29837.6230253257
20909.1361855922,34272.6591072962
20934.0920927961,33092.9287350188
20959.048,31265.9291027218
20984.0039072039,33173.6821108933
21008.9598144078,35413.8831571931
21033.9157216117,30240.7745307696
21058.8716288156,30973.8233920185
21083.8275360195,33009.4613581293
21108.7834432234,33428.3033543557
21133.7393504274,33740.3567556105
21158.6952576313,34927.0292324661
21183.6511648352,32726.97623884
21208.6070720391,31941.112025332
21233.562979243,31810.9441137529
21258.5188864469,37198.8581179111
21283.4747936508,31215.4157195121
21308.4307008547,35743.3706645494
21333.3866080586,33840.1393454529
21358.3425152625,32818.9074562113
21383.2984224664,33134.9278931035
21408.2543296703,32442.1021892214
21433.2102368742,39625.059552675
21458.1661440781,30027.8549679704
21483.1220512821,30791.1756493144
21508.077958486,31672.0042284326
21533.0338656899,32671.3059871393
21557.9897728938,34018.3615444454
21582.9456800977,31251.5510791299
21607.9015873016,32945.9395150183
21632.8574945055,31080.9367088547
21657.8134017094,30013.2675018691
21682.7693089133,31254.4995670976
21707.7252161172,31921.9628913856
21732.6811233211,33524.0703242093
21757.637030525,30232.2610014527
21782.5929377289,30082.2171220056
21807.5488449328,29461.5461813534
21832.5047521368,32485.9244897866
21857.4606593407,31159.7270888495
21882.4165665446,29589.1527213471
21907.3724737485,32044.8554246516
21932.3283809524,28563.2125700663
21957.2842881563,30671.1044241161
21982.2401953602,32910.0609273211
22007.1961025641,29640.9326204107
22032.152009768,31888.8543876767
22057.1079169719,34148.908185402
22082.0638241758,30734.1110580821
22107.0197313797,34458.8704605543
22131.9756385836,30295.4218964265
22156.9315457875,31354.8654391356
22181.8874529915,28137.9861277156
22206.8433601954,27970.0069036248
22231.7992673993,28292.8896315796
22256.7551746032,30590.8878465413
22281.7110818071,28819.4998515057
22306.666989011,31007.0056302901
22331.6228962149,30718.8712898137
22356.5788034188,31800.6605492483
22381.5347106227,27886.092183386
22406.4906178266,29216.2669826171
22431.4465250305,32187.996611179
22456.4024322344,31645.5063410712
22481.3583394383,34513.1409895458
22506.3142466422,30423.960884715
22531.2701538462,32159.3207707776
22556.2260610501,28805.5238335367
22581.181968254,27989.2718477754
22606.1378754579,28449.8355307738
22631.0937826618,31482.6528655876
22656.0496898657,31310.4355530253
22681.0055970696,29715.7992950003
22705.9615042735,27075.8285270639
22730.9174114774,30266.7939213917
22755.8733186813,27613.4409802613
22780.8292258852,31606.2768011679
22805.7851330891,29727.3550841626
22830.741040293,31383.3923992541
22855.6969474969,30019.7821168316
22880.6528547009,32873.1912721521
22905.6087619048,30976.1425082112
22930.5646691087,33316.0325798555
22955.5205763126,28747.5282774502
22980.4764835165,29091.7317211916
23005.4323907204,28634.6772778123
23030.3882979243,30589.8904121131
23055.3442051282,33362.4874228774
23080.3001123321,28730.8930354577
23105.256019536,28131.6202279287
23130.2119267399,31597.1803153838
23155.1678339438,29642.1024091597
23180.1237411477,27676.2824144213
23205.0796483517,29390.6021067282
23230.0355555556,27824.250133497
23254.9914627595,32571.0892534357
23279.9473699634,29075.1519970307
23304.9032771673,28047.2491624393
23329.8591843712,26598.0165719202
23354.8150915751,27502.114982644
23379.770998779,28550.0407812339
23404.7269059829,30301.4674859919
23429.6828131868,27581.6533269215
23454.6387203907,28777.7712286572
23479.5946275946,27587.2031911448
23504.5505347985,29777.0346037793
23529.5064420024,32402.6805730451
23554.4623492064,27806.5476920802
23579.4182564103,28733.3981191499
23604.3741636142,31376.3192543918
23629.3300708181,27312.1222512317
23654.285978022,25806.9346681091
23679.2418852259,30043.5403894968
23704.1977924298,26807.5880663101
23729.1536996337,29623.5906775711
23754.1096068376,27962.7095023607
23779.0655140415,30214.989306241
23804.0214212454,30148.4983253566
23828.9773284493,29935.3603787972
23853.9332356532,26353.4503574345
23878.8891428571,25835.1538977174
23903.8450500611,29876.3050787138
23928.800957265,25675.0686267992
23953.7568644689,26629.6488950075
23978.7127716728,32780.4439862962
24003.6686788767,26024.9125924343
24028.6245860806,30863.7930841456
24053.5804932845,28552.1680389197
24078.5364004884,31773.6715399948
