Energy,TotalEfficiency
4737.70831746032,1.87143316522622e-06
4762.66422466423,1.87212600901865e-06
4787.62013186813,1.87280400709358e-06
4812.57603907204,1.8734675393549e-06
4837.53194627595,1.87411697465471e-06
4862.48785347985,1.87475267114563e-06
4887.44376068376,1.87537497662109e-06
4912.39966788767,1.87598422884419e-06
4937.35557509158,1.8765807558654e-06
4962.31148229548,1.87716487632953e-06
4987.26738949939,1.87773689977231e-06
5012.2232967033,1.87829720836713e-06
5037.1792039072,1.87884657767641e-06
5062.13511111111,1.87938531543061e-06
5087.09101831502,1.8799136342242e-06
5112.04692551893,1.88043174303945e-06
5137.00283272283,1.88093984724838e-06
5161.95873992674,1.88143814861945e-06
5186.91464713065,1.88192684532861e-06
5211.87055433455,1.88240613197428e-06
5236.82646153846,1.88287619959588e-06
5261.78236874237,1.88333723569552e-06
5286.73827594628,1.88378942426258e-06
5311.69418315018,1.88423294580066e-06
5336.65009035409,1.88466797735681e-06
5361.605997558,1.88509469255253e-06
5386.5619047619,1.8855132616163e-06
5411.51781196581,1.88592385141743e-06
5436.47371916972,1.88632662550076e-06
5461.42962637363,1.88672174412218e-06
5486.38553357753,1.88710936428444e-06
5511.34144078144,1.88748963977315e-06
5536.29734798535,1.8878627211927e-06
5561.25325518926,1.88822875600173e-06
5586.20916239316,1.88858788854808e-06
5611.16506959707,1.88894026010276e-06
5636.12097680098,1.88928600889291e-06
5661.07688400488,1.88962527013331e-06
5686.03279120879,1.88995817605638e-06
5710.9886984127,1.89028485594027e-06
5735.94460561661,1.89060543613499e-06
5760.90051282051,1.89092004008616e-06
5785.85642002442,1.89122878835634e-06
5810.81232722833,1.89153179864361e-06
5835.76823443223,1.89182918579719e-06
5860.72414163614,1.89212106183001e-06
5885.68004884005,1.89240753592789e-06
5910.63595604396,1.89268871445527e-06
5935.59186324786,1.89296470095718e-06
5960.54777045177,1.89323559615749e-06
5985.50367765568,1.89350149795302e-06
6010.45958485959,1.89376255052336e-06
6035.41549206349,1.89401925444994e-06
6060.3713992674,1.89427177297656e-06
6085.32730647131,1.8945201715962e-06
6110.28321367521,1.89476451361325e-06
6135.23912087912,1.89500486008894e-06
6160.19502808303,1.89524126978301e-06
6185.15093528694,1.89547379909141e-06
6210.10684249084,1.89570250198007e-06
6235.06274969475,1.89592742991483e-06
6260.01865689866,1.89614863178747e-06
6284.97456410256,1.89636615383799e-06
6309.93047130647,1.89658003957323e-06
6334.88637851038,1.89679032968181e-06
6359.84228571429,1.89699706194578e-06
6384.79819291819,1.89720027114884e-06
6409.7541001221,1.89739998898158e-06
6434.71000732601,1.89759624394377e-06
6459.66591452991,1.89778906124398e-06
6484.62182173382,1.8979784626968e-06
6509.57772893773,1.89816446661791e-06
6534.53363614164,1.8983470877173e-06
6559.48954334554,1.89852633699089e-06
6584.44545054945,1.89870222161095e-06
6609.40135775336,1.89887474481561e-06
6634.35726495727,1.89904390579786e-06
6659.31317216117,1.89920969959431e-06
6684.26907936508,1.89937211697417e-06
6709.22498656899,1.89953114432889e-06
6734.18089377289,1.89968676356263e-06
6759.1368009768,1.89983895198422e-06
6784.09270818071,1.89998768220086e-06
6809.04861538462,1.90013292201401e-06
6834.00452258852,1.90027463431785e-06
6858.96042979243,1.90041277700077e-06
6883.91633699634,1.90054730285021e-06
6908.87224420024,1.90067815946133e-06
6933.82815140415,1.90080528914984e-06
6958.78405860806,1.90092862886942e-06
6983.73996581197,1.90104811013399e-06
7008.69587301587,1.9011636589454e-06
7033.65178021978,1.90127519572663e-06
7058.60768742369,1.90138263526106e-06
7083.5635946276,1.9014858866379e-06
7108.5195018315,1.90158485320437e-06
7133.47540903541,1.90167943252455e-06
7158.43131623932,1.90176951634549e-06
7183.38722344322,1.90185499057062e-06
7208.34313064713,1.90193573524068e-06
7233.29903785104,1.90201162452254e-06
7258.25494505495,1.90208252670587e-06
7283.21085225885,1.9021483042079e-06
7308.16675946276,1.90220881358645e-06
7333.12266666667,1.90226390556124e-06
7358.07857387057,1.90231342504357e-06
7383.03448107448,1.90235721117453e-06
7407.99038827839,1.90239509737163e-06
7432.9462954823,1.9024269113839e-06
7457.9022026862,1.90245247535552e-06
7482.85810989011,1.9024716058978e-06
7507.81401709402,1.90248411416959e-06
7532.76992429792,1.90248980596597e-06
7557.72583150183,1.90248848181499e-06
7582.68173870574,1.90247993708262e-06
7607.63764590965,1.90246396208546e-06
7632.59355311355,1.90244034221125e-06
7657.54946031746,1.90240885804682e-06
7682.50536752137,1.90236928551348e-06
7707.46127472528,1.90232139600943e-06
7732.41718192918,1.90226495655906e-06
7757.37308913309,1.90219972996886e-06
7782.328996337,1.9021254749897e-06
7807.2849035409,1.90204194648512e-06
7832.24081074481,1.90194889560546e-06
7857.19671794872,1.90184606996735e-06
7882.15262515263,1.90173321383854e-06
7907.10853235653,1.90161006832736e-06
7932.06443956044,1.90147637157683e-06
7957.02034676435,1.90133185896289e-06
7981.97625396825,1.90117626329651e-06
8006.93216117216,1.90100932166204e-06
8031.88806837607,1.90083087848449e-06
8056.84397557998,1.90064069054171e-06
8081.79988278388,1.90043846688555e-06
8106.75578998779,1.90022391527719e-06
8131.7116971917,1.89999674239287e-06
8156.6676043956,1.89975665403193e-06
8181.62351159951,1.89950335532679e-06
8206.57941880342,1.89923655095448e-06
8231.53532600733,1.89895594534938e-06
8256.49123321123,1.89866124291684e-06
8281.44714041514,1.89835214824728e-06
8306.40304761905,1.89802836633048e-06
8331.35895482296,1.89768960276968e-06
8356.31486202686,1.89733556399525e-06
8381.27076923077,1.89696595747743e-06
8406.22667643468,1.89658049193806e-06
8431.18258363859,1.89617887756076e-06
8456.13849084249,1.89576082619947e-06
8481.0943980464,1.89532605158493e-06
8506.05030525031,1.89487426952882e-06
8531.00621245421,1.89440519812542e-06
8555.96211965812,1.89391855795038e-06
8580.91802686203,1.89341407225647e-06
8605.87393406594,1.89289146716596e-06
8630.82984126984,1.89235047185954e-06
8655.78574847375,1.89179081876149e-06
8680.74165567766,1.89121224372086e-06
8705.69756288156,1.89061448618856e-06
8730.65347008547,1.88999728939014e-06
8755.60937728938,1.88936040049406e-06
8780.56528449328,1.88870357077536e-06
8805.52119169719,1.88802655577455e-06
8830.4770989011,1.88732911545158e-06
8855.43300610501,1.88661101433476e-06
8880.38891330891,1.88587202166459e-06
8905.34482051282,1.88511191153231e-06
8930.30072771673,1.88433046301313e-06
8955.25663492064,1.88352746029409e-06
8980.21254212454,1.88270269279637e-06
9005.16844932845,1.88185595529218e-06
9030.12435653236,1.88098704801597e-06
9055.08026373626,1.88009577677013e-06
9080.03617094017,1.87918195302496e-06
9104.99207814408,1.87824539401304e-06
9129.94798534799,1.87728592281796e-06
9154.90389255189,1.8763033684573e-06
9179.8597997558,1.87529756596007e-06
9204.81570695971,1.87426835643838e-06
9229.77161416361,1.87321558715365e-06
9254.72752136752,1.87213911157712e-06
9279.68342857143,1.87103878944484e-06
9304.63933577534,1.86991448680725e-06
9329.59524297924,1.86876607607319e-06
9354.55115018315,1.86759343604862e-06
9379.50705738706,1.86639645196998e-06
9404.46296459096,1.86517501553235e-06
9429.41887179487,1.86392902491235e-06
9454.37477899878,1.86265838478605e-06
9479.33068620269,1.86136300634179e-06
9504.28659340659,1.86004280728814e-06
9529.2425006105,1.85869771185699e-06
9554.19840781441,1.857327650802e-06
9579.15431501832,1.85593256139228e-06
9604.11022222222,1.85451238740171e-06
9629.06612942613,1.85306707909372e-06
9654.02203663004,1.85159659320186e-06
9678.97794383394,1.85010089290606e-06
9703.93385103785,1.84857994780498e-06
9728.88975824176,1.8470337338842e-06
9753.84566544567,1.84546223348073e-06
9778.80157264957,1.84386543524366e-06
9803.75747985348,1.84224333409132e-06
9828.71338705739,1.84059593116485e-06
9853.6692942613,1.83892323377844e-06
9878.6252014652,1.83722525536635e-06
9903.58110866911,1.83550201542675e-06
9928.53701587302,1.83375353946259e-06
9953.49292307692,1.83197985891957e-06
9978.44883028083,1.83018101112137e-06
10003.4047374847,1.82835703863864e-06
10028.3606446886,1.82650795073205e-06
10053.3165518926,1.82463377043329e-06
10078.2724590965,1.82273454773747e-06
10103.2283663004,1.8208103382262e-06
10128.1842735043,1.81886120299435e-06
10153.1401807082,1.81688720857472e-06
10178.0960879121,1.81488842686076e-06
10203.051995116,1.81286493502742e-06
10228.0079023199,1.81081681545026e-06
10252.9638095238,1.80874415562294e-06
10277.9197167277,1.80664704807318e-06
10302.8756239316,1.8045255902772e-06
10327.8315311355,1.80237988457297e-06
10352.7874383394,1.80021003807214e-06
10377.7433455433,1.7980161625708e-06
10402.6992527473,1.79579837445933e-06
10427.6551599512,1.79355679463116e-06
10452.6110671551,1.79129154839079e-06
10477.566974359,1.78900276536096e-06
10502.5228815629,1.78669057938924e-06
10527.4787887668,1.78435512845391e-06
10552.4346959707,1.78199655456943e-06
10577.3906031746,1.77961500369148e-06
10602.3465103785,1.77721062562157e-06
10627.3024175824,1.77478357391148e-06
10652.2583247863,1.77233400576748e-06
10677.2142319902,1.76986208195436e-06
10702.1701391941,1.76736796669953e-06
10727.126046398,1.76485182759705e-06
10752.081953602,1.76231383551179e-06
10777.0378608059,1.75975416448369e-06
10801.9937680098,1.75717299163231e-06
10826.9496752137,1.75457049706159e-06
10851.9055824176,1.75194686376495e-06
10876.8614896215,1.74930227753083e-06
10901.8173968254,1.74663692684857e-06
10926.7733040293,1.74395100281487e-06
10951.7292112332,1.74124469904078e-06
10976.6851184371,1.7385182115592e-06
11001.641025641,1.73577173873314e-06
11026.5969328449,1.73300548116453e-06
11051.5528400488,1.73021964160386e-06
11076.5087472527,1.72741442486047e-06
11101.4646544567,1.72459003771376e-06
11126.4205616606,1.72174668882512e-06
11151.3764688645,1.71888458865078e-06
11176.3323760684,1.71600394935556e-06
11201.2882832723,1.71310498472754e-06
11226.2441904762,1.71018791009368e-06
11251.2000976801,1.70725294223641e-06
11276.156004884,1.70430029931133e-06
11301.1119120879,1.70133020076576e-06
11326.0678192918,1.69834286725853e-06
11351.0237264957,1.69533852058074e-06
11375.9796336996,1.69231738357764e-06
11400.9355409035,1.68927968007164e-06
11425.8914481074,1.68622563478644e-06
11450.8473553114,1.68315547327226e-06
11475.8032625153,1.68006942183236e-06
11500.7591697192,1.67696770745052e-06
11525.7150769231,1.67385055771994e-06
11550.670984127,1.67071820077312e-06
11575.6268913309,1.66757086521308e-06
11600.5827985348,1.66440878004575e-06
11625.5387057387,1.6612321746135e-06
11650.4946129426,1.65804127853e-06
11675.4505201465,1.65483632161624e-06
11700.4064273504,1.65161753383779e-06
11725.3623345543,1.64838514524326e-06
11750.3182417582,1.64513938590402e-06
11775.2741489621,1.64188048585516e-06
11800.2300561661,1.63860867503764e-06
11825.18596337,1.63532418324165e-06
11850.1418705739,1.63202724005129e-06
11875.0977777778,1.62871807479036e-06
11900.0536849817,1.62539691646942e-06
11925.0095921856,1.62206399373409e-06
11949.9654993895,1.61871953481445e-06
11974.9214065934,1.61536376747578e-06
11999.8773137973,1.61199691897041e-06
12024.8332210012,1.60861921599075e-06
12049.7891282051,1.60523088462355e-06
12074.745035409,1.60183215030531e-06
12099.7009426129,1.5984232377788e-06
12124.6568498169,1.59500437105085e-06
12149.6127570208,1.59157577335117e-06
12174.5686642247,1.58813766709235e-06
12199.5245714286,1.58469027383101e-06
12224.4804786325,1.58123381423001e-06
12249.4363858364,1.57776850802177e-06
12274.3922930403,1.57429457397275e-06
12299.3482002442,1.57081222984889e-06
12324.3041074481,1.56732169238221e-06
12349.260014652,1.56382317723841e-06
12374.2159218559,1.56031689898557e-06
12399.1718290598,1.55680307106377e-06
12424.1277362637,1.55328190575586e-06
12449.0836434676,1.5497536141591e-06
12474.0395506716,1.54621840615789e-06
12498.9954578755,1.5426764903974e-06
12523.9513650794,1.53912807425822e-06
12548.9072722833,1.53557336383189e-06
12573.8631794872,1.53201256389741e-06
12598.8190866911,1.52844587789868e-06
12623.774993895,1.52487350792276e-06
12648.7309010989,1.52129565467912e-06
12673.6868083028,1.51771251747968e-06
12698.6427155067,1.51412429421977e-06
12723.5986227106,1.51053118135992e-06
12748.5545299145,1.50693337390843e-06
12773.5104371184,1.50333106540483e-06
12798.4663443223,1.49972444790411e-06
12823.4222515263,1.4961137119617e-06
12848.3781587302,1.49249904661928e-06
12873.3340659341,1.48888063939133e-06
12898.289973138,1.48525867625239e-06
12923.2458803419,1.48163334162512e-06
12948.2017875458,1.47800481836896e-06
12973.1576947497,1.47437328776962e-06
12998.1136019536,1.47073892952919e-06
13023.0695091575,1.46710192175687e-06
13048.0254163614,1.46346244096049e-06
13072.9813235653,1.45982066203855e-06
13097.9372307692,1.45617675827295e-06
13122.8931379731,1.45253090132234e-06
13147.849045177,1.44888326121603e-06
13172.804952381,1.44523400634852e-06
13197.7608595849,1.44158330347464e-06
13222.7167667888,1.43793131770517e-06
13247.6726739927,1.43427821250305e-06
13272.6285811966,1.43062414968017e-06
13297.5844884005,1.42696928939462e-06
13322.5403956044,1.42331379014846e-06
13347.4963028083,1.41965780878602e-06
13372.4522100122,1.41600150049265e-06
13397.4081172161,1.412345018794e-06
13422.36402442,1.40868851555566e-06
13447.3199316239,1.40503214098335e-06
13472.2758388278,1.40137604362351e-06
13497.2317460317,1.39772037036427e-06
13522.1876532357,1.39406526643695e-06
13547.1435604396,1.39041087541782e-06
13572.0994676435,1.38675733923033e-06
13597.0553748474,1.38310479814777e-06
13622.0112820513,1.37945339079616e-06
13646.9671892552,1.37580325415764e-06
13671.9230964591,1.3721545235741e-06
13696.879003663,1.36850733275124e-06
13721.8349108669,1.36486181376288e-06
13746.7908180708,1.36121809705561e-06
13771.7467252747,1.35757631145382e-06
13796.7026324786,1.35393658416488e-06
13821.6585396825,1.35029904078475e-06
13846.6144468864,1.3466638053038e-06
13871.5703540904,1.34303100011288e-06
13896.5262612943,1.33940074600975e-06
13921.4821684982,1.33577316220561e-06
13946.4380757021,1.33214836633202e-06
13971.393982906,1.32852647444796e-06
13996.3498901099,1.32490760104714e-06
14021.3057973138,1.32129185906557e-06
14046.2617045177,1.31767935988925e-06
14071.2176117216,1.31407021336215e-06
14096.1735189255,1.31046452779435e-06
14121.1294261294,1.30686240997033e-06
14146.0853333333,1.3032639651575e-06
14171.0412405372,1.29966929711485e-06
14195.9971477411,1.29607850810183e-06
14220.9530549451,1.29249169888728e-06
14245.908962149,1.28890896875861e-06
14270.8648693529,1.2853304155311e-06
14295.8207765568,1.28175613555727e-06
14320.7766837607,1.27818622373648e-06
14345.7325909646,1.27462077352459e-06
14370.6884981685,1.27105987694376e-06
14395.6444053724,1.26750362459232e-06
14420.6003125763,1.26395210565484e-06
14445.5562197802,1.26040540791218e-06
14470.5121269841,1.25686361775174e-06
14495.468034188,1.25332682017773e-06
14520.4239413919,1.24979509882153e-06
14545.3798485958,1.2462685359522e-06
14570.3357557998,1.24274721248695e-06
14595.2916630037,1.23923120800175e-06
14620.2475702076,1.23572060074202e-06
14645.2034774115,1.23221546763329e-06
14670.1593846154,1.22871588429203e-06
14695.1152918193,1.22522192503642e-06
14720.0711990232,1.22173366289724e-06
14745.0271062271,1.21825116962876e-06
14769.983013431,1.21477451571971e-06
14794.9389206349,1.21130377040422e-06
14819.8948278388,1.20783900167281e-06
14844.8507350427,1.20438027628348e-06
14869.8066422466,1.20092765977269e-06
14894.7625494506,1.19748121646643e-06
14919.7184566545,1.19404100949136e-06
14944.6743638584,1.19060710078581e-06
14969.6302710623,1.18717955111093e-06
14994.5861782662,1.18375842006179e-06
15019.5420854701,1.18034348050234e-06
15044.497992674,1.17693417398842e-06
15069.4538998779,1.17353055012707e-06
15094.4098070818,1.17013267942144e-06
15119.3657142857,1.1667406312388e-06
15144.3216214896,1.16335447381774e-06
15169.2775286935,1.15997427427536e-06
15194.2334358974,1.15660009861453e-06
15219.1893431013,1.15323201173133e-06
15244.1452503053,1.14987007742248e-06
15269.1011575092,1.14651435839285e-06
15294.0570647131,1.14316491626311e-06
15319.012971917,1.13982181157736e-06
15343.9688791209,1.1364851038109e-06
15368.9247863248,1.13315485137798e-06
15393.8806935287,1.1298311116397e-06
15418.8366007326,1.12651394091188e-06
15443.7925079365,1.12320339447304e-06
15468.7484151404,1.11989952657236e-06
15493.7043223443,1.1166023904378e-06
15518.6602295482,1.11331203828412e-06
15543.6161367521,1.11002852132105e-06
15568.572043956,1.10675188976142e-06
15593.52795116,1.10348219282938e-06
15618.4838583639,1.10021947876862e-06
15643.4397655678,1.09696379485062e-06
15668.3956727717,1.09371518738291e-06
15693.3515799756,1.09047370171741e-06
15718.3074871795,1.08723938225869e-06
15743.2633943834,1.08401227247236e-06
15768.2193015873,1.08079241489339e-06
15793.1752087912,1.07757985113446e-06
15818.1311159951,1.07437462189437e-06
15843.087023199,1.07117676696638e-06
15868.0429304029,1.06798632524662e-06
15892.9988376068,1.06480333474247e-06
15917.9547448107,1.06162783258094e-06
15942.9106520147,1.05845985501707e-06
15967.8665592186,1.05529943744229e-06
15992.8224664225,1.05214661439286e-06
16017.7783736264,1.04900141955816e-06
16042.7342808303,1.04586388578913e-06
16067.6901880342,1.04273404510658e-06
16092.6460952381,1.03961192870955e-06
16117.602002442,1.03649756698363e-06
16142.5579096459,1.0333909895093e-06
16167.5138168498,1.03029222507019e-06
16192.4697240537,1.02720130166139e-06
16217.4256312576,1.02411824649768e-06
16242.3815384615,1.0210430860218e-06
16267.3374456654,1.01797584591266e-06
16292.2933528694,1.01491655109349e-06
16317.2492600733,1.01186522574006e-06
16342.2051672772,1.00882189328879e-06
16367.1610744811,1.00578657644487e-06
16392.116981685,1.00275929719033e-06
16417.0728888889,9.99740076792114e-07
16442.0287960928,9.9672893581007e-07
16466.9847032967,9.93725894104964e-07
16491.9406105006,9.90730970846422e-07
16516.8965177045,9.87744184520848e-07
16541.8524249084,9.84765552939313e-07
16566.8083321123,9.817950932454e-07
16591.7642393162,9.78832821923014e-07
16616.7201465201,9.7587875480415e-07
16641.6760537241,9.72932907076628e-07
16666.631960928,9.69995293291787e-07
16691.5878681319,9.67065927372135e-07
16716.5437753358,9.64144822618959e-07
16741.4996825397,9.61231991719888e-07
16766.4555897436,9.58327446756425e-07
16791.4114969475,9.55431199211424e-07
16816.3674041514,9.52543259976531e-07
16841.3233113553,9.49663639359567e-07
16866.2792185592,9.46792347091885e-07
16891.2351257631,9.43929392335665e-07
16916.191032967,9.41074783691168e-07
16941.1469401709,9.38228529203945e-07
16966.1028473748,9.35390636372002e-07
16991.0587545788,9.32561112152896e-07
17016.0146617827,9.29739962970817e-07
17040.9705689866,9.26927194723592e-07
17065.9264761905,9.24122812789654e-07
17090.8823833944,9.21326822034957e-07
17115.8382905983,9.18539226819844e-07
17140.7941978022,9.15760031005859e-07
17165.7501050061,9.12989237962523e-07
17190.70601221,9.10226850574038e-07
17215.6619194139,9.07472871245957e-07
17240.6178266178,9.04727301911797e-07
17265.5737338217,9.01990144039603e-07
17290.5296410256,8.9926139863845e-07
17315.4855482296,8.96541066264913e-07
17340.4414554335,8.93829147029465e-07
17365.3973626374,8.91125640602839e-07
17390.3532698413,8.8843054622232e-07
17415.3091770452,8.85743862698006e-07
17440.2650842491,8.83065588419005e-07
17465.220991453,8.80395721359572e-07
17490.1768986569,8.7773425908521e-07
17515.1328058608,8.75081198758711e-07
17540.0887130647,8.72436537146134e-07
17565.0446202686,8.69800270622757e-07
17590.0005274725,8.67172395178946e-07
17614.9564346764,8.64552906425989e-07
17639.9123418803,8.61941799601877e-07
17664.8682490843,8.59339069577029e-07
17689.8241562882,8.56744710859959e-07
17714.7800634921,8.54158717602901e-07
17739.735970696,8.51581083607383e-07
17764.6918778999,8.49011802329726e-07
17789.6477851038,8.46450866886529e-07
17814.6036923077,8.43898270060061e-07
17839.5595995116,8.41354004303632e-07
17864.5155067155,8.38818061746903e-07
17889.4714139194,8.36290434201131e-07
17914.4273211233,8.33771113164381e-07
17939.3832283272,8.31260089826682e-07
17964.3391355311,8.28757355075121e-07
17989.295042735,8.262628994989e-07
18014.250949939,8.23776713394332e-07
18039.2068571429,8.21298786769794e-07
18064.1627643468,8.18829109350622e-07
18089.1186715507,8.16367670583963e-07
18114.0745787546,8.13914459643566e-07
18139.0304859585,8.11469465434541e-07
18163.9863931624,8.0903267659805e-07
18188.9423003663,8.06604081515954e-07
18213.8982075702,8.04183668315421e-07
18238.8541147741,8.01771424873471e-07
18263.810021978,7.99367338821477e-07
18288.7659291819,7.96971397549622e-07
18313.7218363858,7.94583588211301e-07
18338.6777435897,7.92203897727481e-07
18363.6336507937,7.89832312791007e-07
18388.5895579976,7.87468819870866e-07
18413.5454652015,7.85113405216399e-07
18438.5013724054,7.82766054861473e-07
18463.4572796093,7.80426754628596e-07
18488.4131868132,7.78095490132994e-07
18513.3690940171,7.7577224678664e-07
18538.325001221,7.73457009802236e-07
18563.2809084249,7.71149764197147e-07
18588.2368156288,7.68850494797297e-07
18613.1927228327,7.6655918624101e-07
18638.1486300366,7.64275822982816e-07
18663.1045372405,7.62000389297207e-07
18688.0604444444,7.59732869282352e-07
18713.0163516484,7.57473246863762e-07
18737.9722588523,7.5522150579792e-07
18762.9281660562,7.52977629675864e-07
18787.8840732601,7.50741601926722e-07
18812.839980464,7.48513405821218e-07
18837.7958876679,7.4629302447512e-07
18862.7517948718,7.44080440852654e-07
18887.7077020757,7.41875637769881e-07
18912.6636092796,7.39678597898025e-07
