Energy,QuantumEfficiency
520.16,1.74809242339624e-08
545.115907203907,1.57575538173276e-07
570.071814407814,1.00722689273629e-06
595.027721611722,4.86913720987232e-06
619.983628815629,1.87232884514881e-05
644.939536019536,5.96016303002106e-05
669.895443223443,0.000162150911106752
694.85135042735,0.000386813237200219
719.807257631258,0.000826098456672368
744.763164835165,0.00160650398898305
769.719072039072,0.00288475692922848
794.674979242979,0.00483864308458084
819.630886446887,0.00765405349941787
844.586793650794,0.0115105831415878
869.542700854701,0.0165679933722684
894.498608058608,0.0229553022319927
919.454515262515,0.0307634896850248
944.410422466422,0.0400420517767756
969.36632967033,0.0507990599462467
994.322236874237,0.0630040312172094
1019.27814407814,0.0765927738029653
1044.23405128205,0.0914733883963066
1069.18995848596,0.107532718063796
1094.14586568987,0.124642697243578
1119.10177289377,0.142666215160467
1144.05768009768,0.161462257844653
1169.01358730159,0.180890214521226
1193.96949450549,0.20081332535776
1218.9254017094,0.221101310371516
1243.88130891331,0.241632258178364
1268.83721611722,0.262293873503185
1293.79312332112,0.282984189062625
1318.74903052503,0.303611844965626
1343.70493772894,0.324096030656729
1368.66084493285,0.344366173275528
1393.61675213675,0.364361443978736
1418.57265934066,0.384030141501422
1443.52856654457,0.403329000777782
1468.48447374847,0.422222464209537
1493.44038095238,0.440681944333125
1518.39628815629,0.458688187415236
1543.3521953602,0.476231477270272
1568.3081025641,0.493298753316676
1593.26400976801,0.509880898742385
1618.21991697192,0.525972604438862
1643.17582417582,0.541571864424633
1668.13173137973,0.556679515078591
1693.08763858364,0.571298817749293
1718.04354578755,0.585435083346783
1742.99945299145,0.599095336864776
1767.95536019536,0.612288019357974
1792.91126739927,0.625022724657482
1817.86717460317,0.637309968002302
1842.82308180708,0.649160983761084
1867.77898901099,0.660587549485471
1892.7348962149,0.671601833657747
1917.6908034188,0.682216264642194
1942.64671062271,0.692443418523694
1967.60261782662,0.702295923694813
1992.55852503053,0.711786380235107
2017.51443223443,0.720928234465215
2042.47033943834,0.729736339840611
2067.42624664225,0.738222607720683
2092.38215384615,0.746398569236749
2117.33806105006,0.754275520625997
2142.29396825397,0.761864498121279
2167.24987545788,0.769176258380121
2192.20578266178,0.776221263691714
2217.16168986569,0.783009671288967
2242.1175970696,0.789551326172391
2267.0735042735,0.795855756924163
2292.02941147741,0.801932174054856
2316.98531868132,0.807789470482496
2341.94122588523,0.813436223794547
2366.89713308913,0.818880699988574
2391.85304029304,0.824130858427322
2416.80894749695,0.829194357779319
2441.76485470085,0.834078562747206
2466.72076190476,0.838790551413414
2491.67666910867,0.843337123056873
2516.63257631258,0.847724806315518
2541.58848351648,0.851959867587807
2566.54439072039,0.856048319582586
2591.5002979243,0.859995929940697
2616.45620512821,0.863808229863925
2641.41211233211,0.867490522697559
2666.36801953602,0.871047892421979
2691.32392673993,0.87448521201674
2716.27983394383,0.877807151667419
2741.23574114774,0.881018186791494
2766.19164835165,0.88412260586457
2791.14755555556,0.887124518032647
2816.10346275946,0.890027860499867
2841.05936996337,0.892836405684317
2866.01527716728,0.895553768137189
2890.97118437118,0.898183411222852
2915.92709157509,0.900728653559287
2940.882998779,0.903192675219946
2965.83890598291,0.905578523699404
2990.79481318681,0.907889119646241
3015.75072039072,0.910127574695558
3040.70662759463,0.912297630326987
3065.66253479854,0.91440177600067
3090.61844200244,0.916442301347563
3115.57434920635,0.91842141090267
3140.53025641026,0.920341227200937
3165.48616361416,0.922203793786178
3190.44207081807,0.924011078131932
3215.39797802198,0.925764974473742
3240.35388522589,0.927467306552806
3265.30979242979,0.929119830271368
3290.2656996337,0.930724236260576
3315.22160683761,0.932282152361808
3340.17751404151,0.933795146022764
3365.13342124542,0.935264726609782
3390.08932844933,0.936692347638038
3415.04523565324,0.938079408921433
3440.00114285714,0.939427258644063
3464.95705006105,0.940737195355267
3489.91295726496,0.942010469890325
3514.86886446886,0.943248287218895
3539.82477167277,0.944451808223333
3564.78067887668,0.945622151409054
3589.73658608059,0.946760394549074
3614.69249328449,0.947867576264892
3639.6484004884,0.948944697545843
3664.60430769231,0.949992723209022
3689.56021489621,0.951012583301861
3714.51612210012,0.9520051744494
3739.47202930403,0.95297136114825
3764.42793650794,0.953911977009207
3789.38384371184,0.954827825950429
3814.33975091575,0.95571968334303
3839.29565811966,0.956588297110911
3864.25156532357,0.957434388786577
3889.20747252747,0.958258654524656
3914.16337973138,0.959061766074766
3939.11928693529,0.959844371715328
3964.07519413919,0.960607097149881
3989.0311013431,0.961350546367389
4013.98700854701,0.962075384949011
4038.94291575092,0.962782548845239
4063.89882295482,0.963472588903827
4088.85473015873,0.964145988151179
4113.81063736264,0.96480321458436
4138.76654456655,0.965444721660847
4163.72245177045,0.96607094877281
4188.67835897436,0.966682321706284
4213.63426617827,0.967279253085655
4238.59017338217,0.967862142803809
4263.54608058608,0.968431378438363
4288.50198778999,0.968987335654348
4313.4578949939,0.969530378593721
4338.4138021978,0.9700608602521
4363.36970940171,0.970579122843085
4388.32561660562,0.971085498150528
4413.28152380952,0.971580307869128
4438.23743101343,0.972063863933702
4463.19333821734,0.972536468837466
4488.14924542125,0.972998415939699
4513.10515262515,0.973449989763088
4538.06105982906,0.973891466281116
4563.01696703297,0.974323113195786
4587.97287423687,0.974745190206006
4612.92878144078,0.975157949266933
4637.88468864469,0.97556163484058
4662.8405958486,0.97595648413796
4687.7965030525,0.976342727353058
4712.75241025641,0.976720587888903
4737.70831746032,0.977090282575992
4762.66422466423,0.977452021883335
4787.62013186813,0.977806010122365
4812.57603907204,0.978152445643949
4837.53194627595,0.978491521028739
4862.48785347985,0.978823423271088
4887.44376068376,0.979148333956742
4912.39966788767,0.979466429434524
4937.35557509158,0.979777880982219
4962.31148229548,0.980082854966841
4987.26738949939,0.980381512999485
5012.2232967033,0.980674054615938
5037.1792039072,0.980960884743573
5062.13511111111,0.981242164050936
5087.09101831502,0.9815180035353
5112.04692551893,0.98178851230799
5137.00283272283,0.982053797595387
5161.95873992674,0.982313964742424
5186.91464713065,0.982569117218356
5211.87055433455,0.982819356624579
5236.82646153846,0.983064782704306
5261.78236874237,0.983305493353903
5286.73827594628,0.983541584635692
5311.69418315018,0.983773150792061
5336.65009035409,0.984000284260694
5361.605997558,0.984223075690766
5386.5619047619,0.984441613959937
5411.51781196581,0.984655986192008
5436.47371916972,0.984866277775065
5461.42962637363,0.985072572379987
5486.38553357753,0.985274951979168
5511.34144078144,0.985473496865316
5536.29734798535,0.985668285670184
5561.25325518926,0.985859395383123
5586.20916239316,0.98604690136929
5611.16506959707,0.986230877387422
5636.12097680098,0.986411395607011
5661.07688400488,0.986588526624786
5686.03279120879,0.986762339480347
5710.9886984127,0.986932901670862
5735.94460561661,0.98710027916468
5760.90051282051,0.987264536413755
5785.85642002442,0.987425736364768
5810.81232722833,0.987583940468826
5835.76823443223,0.987739208689635
5860.72414163614,0.987891599510042
5885.68004884005,0.988041169936842
5910.63595604396,0.988187975503758
5935.59186324786,0.988332070272491
5960.54777045177,0.988473506831773
5985.50367765568,0.988612336294325
6010.45958485959,0.988748633937473
6035.41549206349,0.988882661118789
6060.3713992674,0.989014503069177
6085.32730647131,0.989144193983058
6110.28321367521,0.989271766912146
6135.23912087912,0.989397253737008
6160.19502808303,0.989520685136578
6185.15093528694,0.989642090555628
6210.10684249084,0.98976149817021
6235.06274969475,0.989878934851047
6260.01865689866,0.989994426124932
6284.97456410256,0.990107996134144
6309.93047130647,0.990219667593945
6334.88637851038,0.990329461748199
6359.84228571429,0.99043739832321
6384.79819291819,0.990543495479833
6409.7541001221,0.990647769763979
6434.71000732601,0.990750236055604
6459.66591452991,0.990850907516303
6484.62182173382,0.990949795535652
6509.57772893773,0.991046909676419
6534.53363614164,0.9911422576188
6559.48954334554,0.991235845103855
6584.44545054945,0.991327675876284
6609.40135775336,0.991417751626745
6634.35726495727,0.991506071933886
6659.31317216117,0.99159263420628
6684.26907936508,0.991677433624469
6709.22498656899,0.991760463083307
6734.18089377289,0.991841713134814
6759.1368009768,0.991921171931749
6784.09270818071,0.991998825172113
6809.04861538462,0.992074656044788
6834.00452258852,0.992148645176529
6858.96042979243,0.992220770580522
6883.91633699634,0.992291007606714
6908.87224420024,0.992359328894117
6933.82815140415,0.992425704325302
6958.78405860806,0.992490100983271
6983.73996581197,0.992552483110901
7008.69587301587,0.992612812073158
7033.65178021978,0.992671046322245
7058.60768742369,0.992727141365871
7083.5635946276,0.992781049738797
7108.5195018315,0.992832720977819
7133.47540903541,0.992882101600328
7158.43131623932,0.992929135086588
7183.38722344322,0.992973761865855
7208.34313064713,0.993015919306448
7233.29903785104,0.993055541709877
7258.25494505495,0.993092560309115
7283.21085225885,0.993126903271098
7308.16675946276,0.99315849570351
7333.12266666667,0.993187259665915
7358.07857387057,0.993213114185265
7383.03448107448,0.99323597527583
7407.99038827839,0.993255755963551
7432.9462954823,0.993272366314815
7457.9022026862,0.993285713469665
7482.85810989011,0.9932957016794
7507.81401709402,0.993302232348543
7532.76992429792,0.993305204081132
