Energy,IncidentSpectraPerSr
10702.1701391941,1477160832.5756
10727.126046398,1445469855.2339
10752.081953602,1589442838.76396
10777.0378608059,1641293423.30596
10801.9937680098,1724649310.16551
10826.9496752137,1908949915.62759
10851.9055824176,1906570837.34616
10876.8614896215,2137643328.0609
10901.8173968254,2140905350.64574
10926.7733040293,2304688971.36826
10951.7292112332,2347796188.41136
10976.6851184371,2567888085.88415
11001.641025641,2636712558.9036
11026.5969328449,2601208228.82397
11051.5528400488,2793674467.05227
11076.5087472527,2819460100.72865
11101.4646544567,2809445046.82495
11126.4205616606,2868714140.75028
11151.3764688645,2872156167.31677
11176.3323760684,2889009597.83483
11201.2882832723,2962195000.80254
11226.2441904762,2697619793.03848
11251.2000976801,2796318984.50617
11276.156004884,2727129878.64557
11301.1119120879,2529628371.36056
11326.0678192918,2421962523.50258
11351.0237264957,2422194991.87742
11375.9796336996,2295026176.47054
11400.9355409035,2175571968.70521
11425.8914481074,2171349337.1187
11450.8473553114,2098983322.87805
11475.8032625153,2041392270.21391
11500.7591697192,1994551824.59442
11525.7150769231,1913291921.34452
11550.670984127,1959445868.03303
11575.6268913309,1785676957.44603
11600.5827985348,1721531370.73001
11625.5387057387,1570155379.96107
11650.4946129426,1650659918.95992
11675.4505201465,1513840412.22217
11700.4064273504,1514012685.38138
11725.3623345543,1452962171.28534
11750.3182417582,1466984552.80679
11775.2741489621,1386061918.95824
11800.2300561661,1303427657.39426
11825.18596337,1289211447.1327
11850.1418705739,1319929361.72476
11875.0977777778,1226830995.62007
11900.0536849817,1308376705.92823
11925.0095921856,1214892023.37868
11949.9654993895,1292515414.83578
11974.9214065934,1286679438.99117
11999.8773137973,1174092305.71403
12024.8332210012,1175131479.08662
12049.7891282051,1240494145.66049
12074.745035409,1114230626.6937
12099.7009426129,1161098964.50249
12124.6568498169,1232626343.49709
12149.6127570208,1176184196.39844
12174.5686642247,1158507161.30021
12199.5245714286,1185637727.12166
12224.4804786325,1209991887.08925
12249.4363858364,1198109272.02781
12274.3922930403,1079803448.68561
12299.3482002442,1188810498.70543
12324.3041074481,1308554680.37516
12349.260014652,1169184843.24317
12374.2159218559,1139466052.93974
12399.1718290598,1223085770.38865
12424.1277362637,1262781853.59327
12449.0836434676,1212365989.85206
12474.0395506716,1241844219.18204
12498.9954578755,1164392506.13564
12523.9513650794,1198377895.22035
12548.9072722833,1204139969.67036
12573.8631794872,1218918248.02573
12598.8190866911,1158723289.68989
12623.774993895,1149402242.25628
12648.7309010989,1230521014.26078
12673.6868083028,1209241300.75553
12698.6427155067,1243924810.72657
12723.5986227106,1280295976.73053
12748.5545299145,1169175401.48974
12773.5104371184,1231491457.32322
12798.4663443223,1174795433.20102
12823.4222515263,1173030576.45665
12848.3781587302,1143592698.80911
12873.3340659341,1123259619.40399
12898.289973138,1190871168.24062
12923.2458803419,1144237552.53529
12948.2017875458,1168776920.50511
12973.1576947497,1257234840.57574
12998.1136019536,1227585203.502
13023.0695091575,1186844962.31927
13048.0254163614,1238391638.79429
13072.9813235653,1232052054.34089
13097.9372307692,1153212886.60236
13122.8931379731,1269822941.7529
13147.849045177,1363271190.9354
13172.804952381,1207977890.7943
13197.7608595849,1330390192.39047
13222.7167667888,1293883612.49267
13247.6726739927,1244396258.08581
13272.6285811966,1172207041.49486
13297.5844884005,1202539836.51982
13322.5403956044,1286218450.09462
13347.4963028083,1317001998.36296
13372.4522100122,1268558645.01937
13397.4081172161,1237732143.53055
13422.36402442,1263744411.47734
13447.3199316239,1322547444.1778
13472.2758388278,1340731192.74871
13497.2317460317,1294998333.09269
13522.1876532357,1202947768.91893
13547.1435604396,1329855294.17375
13572.0994676435,1336667499.75663
13597.0553748474,1273851001.614
13622.0112820513,1342081854.25253
13646.9671892552,1168891462.07679
13671.9230964591,1332501788.19295
13696.879003663,1247206333.38661
13721.8349108669,1319451631.14532
13746.7908180708,1279164983.78358
13771.7467252747,1321462984.32806
13796.7026324786,1362292062.77175
13821.6585396825,1247034881.60639
13846.6144468864,1255511806.48785
13871.5703540904,1272573092.78284
13896.5262612943,1224638774.98808
13921.4821684982,1267465506.61099
13946.4380757021,1300190103.0897
13971.393982906,1308915145.9666
13996.3498901099,1303832749.34772
14021.3057973138,1215379149.91356
14046.2617045177,1342323321.41628
14071.2176117216,1340772672.98357
14096.1735189255,1258682289.464
14121.1294261294,1358700061.95913
14146.0853333333,1339568017.96642
14171.0412405372,1306205057.83118
14195.9971477411,1371775033.00021
14220.9530549451,1299259255.79014
14245.908962149,1334908561.68964
14270.8648693529,1376106652.0762
14295.8207765568,1328039526.26002
14320.7766837607,1346107152.21507
14345.7325909646,1337273758.02648
14370.6884981685,1404190686.11019
14395.6444053724,1382791334.99705
14420.6003125763,1335856159.8586
14445.5562197802,1354176205.51203
14470.5121269841,1356166960.19801
14495.468034188,1424058283.88776
14520.4239413919,1380357324.89924
14545.3798485958,1362174010.19617
14570.3357557998,1327267907.36847
14595.2916630037,1403231626.99118
14620.2475702076,1410931099.49177
14645.2034774115,1375847449.66076
14670.1593846154,1390968518.73258
14695.1152918193,1398679929.0365
14720.0711990232,1442105989.18879
14745.0271062271,1382202657.74205
14769.983013431,1374827490.95019
14794.9389206349,1399599794.86406
14819.8948278388,1439702163.79351
14844.8507350427,1352406392.53922
14869.8066422466,1442256831.75609
14894.7625494506,1325714130.66103
14919.7184566545,1385251160.22369
14944.6743638584,1379612290.69682
14969.6302710623,1375865836.64827
14994.5861782662,1344958519.01491
15019.5420854701,1405213755.82446
15044.497992674,1473608516.86221
15069.4538998779,1335176883.37081
15094.4098070818,1358659491.05899
15119.3657142857,1486483093.27675
15144.3216214896,1413902922.52077
15169.2775286935,1435822530.5562
15194.2334358974,1330919523.88807
15219.1893431013,1384538546.38293
15244.1452503053,1446444367.67575
15269.1011575092,1422664856.81338
15294.0570647131,1310438954.55669
15319.012971917,1408878616.06763
15343.9688791209,1368606023.1902
15368.9247863248,1415143282.2136
15393.8806935287,1325904219.06477
15418.8366007326,1413303389.95092
15443.7925079365,1409299131.4065
15468.7484151404,1278256557.75859
15493.7043223443,1405303245.56028
15518.6602295482,1419759611.90207
15543.6161367521,1382625240.20861
15568.572043956,1382572971.80921
15593.52795116,1372116879.96167
15618.4838583639,1363675128.03576
15643.4397655678,1302891508.1404
15668.3956727717,1340321907.50892
15693.3515799756,1499984717.27322
15718.3074871795,1388395570.01267
15743.2633943834,1377714693.85719
15768.2193015873,1411535671.98782
15793.1752087912,1441291107.92387
15818.1311159951,1479755606.93255
15843.087023199,1411356640.02153
15868.0429304029,1372611607.06906
15892.9988376068,1376714721.29554
15917.9547448107,1404602902.74981
15942.9106520147,1439150421.80584
15967.8665592186,1530415844.49928
15992.8224664225,1382373808.18478
16017.7783736264,1323097349.86794
16042.7342808303,1373130036.35774
16067.6901880342,1401452490.62828
16092.6460952381,1458621820.76354
16117.602002442,1418738137.66008
16142.5579096459,1505142171.87059
16167.5138168498,1438416301.63536
16192.4697240537,1474011511.73524
16217.4256312576,1456048205.74453
16242.3815384615,1431224837.21153
16267.3374456654,1385958234.79027
16292.2933528694,1473770168.90567
16317.2492600733,1466878389.58698
16342.2051672772,1471303549.90001
16367.1610744811,1411878467.0737
16392.116981685,1450457678.31052
16417.0728888889,1434185792.86735
16442.0287960928,1403994057.02549
16466.9847032967,1394385419.18003
16491.9406105006,1447227407.72947
16516.8965177045,1379604061.98445
16541.8524249084,1348833103.32002
16566.8083321123,1373943803.04591
16591.7642393162,1394507784.59628
16616.7201465201,1471604037.33463
16641.6760537241,1381742844.54796
16666.631960928,1357546662.13634
16691.5878681319,1477898013.56362
16716.5437753358,1432407936.39607
16741.4996825397,1367536435.73671
16766.4555897436,1400407539.5077
16791.4114969475,1371037047.25872
16816.3674041514,1435403669.58997
16841.3233113553,1343128245.63146
16866.2792185592,1402931044.90512
16891.2351257631,1412046906.56231
16916.191032967,1460209557.30443
16941.1469401709,1354607983.73326
16966.1028473748,1488703377.73869
16991.0587545788,1498140318.43321
17016.0146617827,1391650263.50676
17040.9705689866,1326574566.37619
17065.9264761905,1365354729.33847
17090.8823833944,1456648118.40672
17115.8382905983,1401127490.70757
17140.7941978022,1400369438.41605
17165.7501050061,1467437758.54491
17190.70601221,1403841424.68512
17215.6619194139,1370181617.26051
17240.6178266178,1351518558.51855
17265.5737338217,1482788685.60355
17290.5296410256,1418408551.51153
17315.4855482296,1343388471.1626
17340.4414554335,1455261524.25723
17365.3973626374,1426209502.13732
17390.3532698413,1409878414.2035
17415.3091770452,1455595366.91213
17440.2650842491,1493782557.96537
17465.220991453,1326332342.19342
17490.1768986569,1476719122.97863
17515.1328058608,1405170220.94289
17540.0887130647,1480427181.39995
17565.0446202686,1295013973.19433
17590.0005274725,1539678484.58645
17614.9564346764,1414321471.64598
17639.9123418803,1376021126.14081
17664.8682490843,1393536814.8256
17689.8241562882,1408467444.11926
17714.7800634921,1359015593.67686
17739.735970696,1435865312.73393
17764.6918778999,1453720949.06455
17789.6477851038,1384942194.13693
17814.6036923077,1367383670.71745
17839.5595995116,1306078403.19491
17864.5155067155,1370195236.60019
17889.4714139194,1423713914.10257
17914.4273211233,1309702356.85858
17939.3832283272,1327457566.66801
17964.3391355311,1323161944.71616
17989.295042735,1243862176.98621
18014.250949939,1350655925.70471
18039.2068571429,1324005109.78687
18064.1627643468,1465280993.30592
18089.1186715507,1343243042.50634
18114.0745787546,1296556863.33172
18139.0304859585,1314598920.0741
18163.9863931624,1409297970.6087
18188.9423003663,1356658263.81497
18213.8982075702,1377857747.4443
18238.8541147741,1387725809.23446
18263.810021978,1205356159.90494
18288.7659291819,1303971103.91468
18313.7218363858,1408940756.49651
18338.6777435897,1346568586.69019
18363.6336507937,1202480229.7314
18388.5895579976,1313879921.71404
18413.5454652015,1317821686.05184
18438.5013724054,1415557931.86851
18463.4572796093,1396284641.32687
18488.4131868132,1276637211.2132
18513.3690940171,1292289153.19875
18538.325001221,1506745951.71408
18563.2809084249,1439856238.21864
18588.2368156288,1417307914.27243
18613.1927228327,1316798990.16718
18638.1486300366,1311728082.62122
18663.1045372405,1243389968.5859
18688.0604444444,1295414866.30235
18713.0163516484,1405281026.77835
18737.9722588523,1327454332.50845
18762.9281660562,1267429343.14271
18787.8840732601,1387323909.05436
18812.839980464,1385323982.39419
18837.7958876679,1238819875.77977
18862.7517948718,1270251826.81069
18887.7077020757,1360611281.66961
18912.6636092796,1429783804.26941
18937.6195164835,1322043377.46057
18962.5754236874,1307246198.67359
18987.5313308913,1379964134.50884
19012.4872380952,1271069582.55286
19037.4431452991,1249652157.0536
19062.3990525031,1284921549.67348
19087.354959707,1257058543.00158
19112.3108669109,1311586873.41173
19137.2667741148,1455608003.81325
19162.2226813187,1335318749.03089
19187.1785885226,1150224840.25016
19212.1344957265,1327141303.89181
19237.0904029304,1376172877.03638
19262.0463101343,1247698367.56777
19287.0022173382,1280547676.37128
19311.9581245421,1391611295.83072
19336.914031746,1173954743.30062
19361.8699389499,1304955131.77928
19386.8258461538,1266143599.39106
19411.7817533578,1352102437.08211
19436.7376605617,1167998494.90051
19461.6935677656,1290547524.9536
19486.6494749695,1300963035.06491
19511.6053821734,1291454841.06252
19536.5612893773,1261847920.51206
19561.5171965812,1315753660.23689
19586.4731037851,1188642391.91513
19611.429010989,1215682491.39936
19636.3849181929,1344188340.46933
19661.3408253968,1348103682.38964
19686.2967326007,1294277623.9197
19711.2526398046,1260565751.19429
19736.2085470085,1223227342.63597
19761.1644542125,1333009319.61198
19786.1203614164,1278453705.49676
19811.0762686203,1375220981.64351
19836.0321758242,1237482849.45025
19860.9880830281,1168265806.99267
19885.943990232,1223796089.70376
19910.8998974359,1150625500.70122
19935.8558046398,1384738979.47464
19960.8117118437,1174814314.1977
19985.7676190476,1350536564.4338
20010.7235262515,1234505194.43114
20035.6794334554,1124867090.4739
20060.6353406593,1277101303.97543
20085.5912478632,1213180776.7223
20110.5471550672,1316574176.5122
20135.5030622711,1184388853.49337
20160.458969475,1438989292.81717
20185.4148766789,1277579487.81646
20210.3707838828,1284859005.39439
20235.3266910867,1342841599.34453
20260.2825982906,1295877635.42246
20285.2385054945,1266833147.62842
20310.1944126984,1281419049.59933
20335.1503199023,1178917189.24741
20360.1062271062,1241043419.73128
20385.0621343101,1233551836.80018
20410.018041514,1181692191.12541
20434.973948718,1240624770.45602
20459.9298559219,1184750870.85614
20484.8857631258,1240282892.36998
20509.8416703297,1172858941.76088
20534.7975775336,1277349003.48626
20559.7534847375,1296023237.0547
20584.7093919414,1280886190.57074
20609.6652991453,1197645402.55133
20634.6212063492,1223793944.53606
20659.5771135531,1193085683.1088
20684.533020757,1154569921.18753
20709.4889279609,1142572677.61626
20734.4448351648,1195643432.19999
20759.4007423687,1129869443.0457
20784.3566495727,1264119174.63377
20809.3125567766,1159492824.44066
20834.2684639805,1244181866.17744
20859.2243711844,1193297192.9343
20884.1802783883,1099233968.88813
20909.1361855922,1262623066.95431
20934.0920927961,1219161169.93135
20959.048,1151853527.65494
20984.0039072039,1222136167.42993
21008.9598144078,1304666370.49407
21033.9157216117,1114086285.67678
21058.8716288156,1141092197.25545
21083.8275360195,1216086187.18581
21108.7834432234,1231516550.03536
21133.7393504274,1243012764.00908
21158.6952576313,1286730411.87256
21183.6511648352,1205679284.51248
21208.6070720391,1176727627.14727
21233.562979243,1171932171.76044
21258.5188864469,1370425801.42362
21283.4747936508,1149992587.63769
21308.4307008547,1316804866.24833
21333.3866080586,1246688807.91396
21358.3425152625,1209066079.66201
21383.2984224664,1220708441.34745
21408.2543296703,1195184372.36985
21433.2102368742,1459808358.14384
21458.1661440781,1106242215.26034
21483.1220512821,1134363356.85986
21508.077958486,1166813552.17576
21533.0338656899,1203628362.70567
21557.9897728938,1253254608.91548
21582.9456800977,1151323833.58634
21607.9015873016,1213746008.55782
21632.8574945055,1145038309.05821
21657.8134017094,1105704805.21783
21682.7693089133,1151432457.45789
21707.7252161172,1176022162.82489
21732.6811233211,1235044656.35507
21757.637030525,1113772642.70956
21782.5929377289,1108244946.05048
21807.5488449328,1085379097.089
21832.5047521368,1196798809.3287
21857.4606593407,1147940988.74011
21882.4165665446,1090080190.17857
21907.3724737485,1180549589.3888
21932.3283809524,1052284007.03835
21957.2842881563,1129939868.79206
21982.2401953602,1212424222.22387
22007.1961025641,1091987789.31634
22032.152009768,1174802427.86461
22057.1079169719,1258064016.89486
22082.0638241758,1132261066.83997
22107.0197313797,1269483192.66607
22131.9756385836,1116099523.8154
22156.9315457875,1155129989.7904
22181.8874529915,1036618437.78356
22206.8433601954,1030429993.44833
22231.7992673993,1042325165.60175
22256.7551746032,1126984647.22956
22281.7110818071,1061725767.37271
22306.666989011,1142314648.63641
22331.6228962149,1131699625.63722
22356.5788034188,1171553319.75151
22381.5347106227,1027338530.33486
22406.4906178266,1076342880.40097
22431.4465250305,1185822987.15391
22456.4024322344,1165837355.85253
22481.3583394383,1271482547.94066
22506.3142466422,1120834968.79817
22531.2701538462,1184766553.87741
22556.2260610501,1061210883.40597
22581.181968254,1031139724.28047
22606.1378754579,1048107136.35476
22631.0937826618,1159837746.8337
22656.0496898657,1153493169.05556
22681.0055970696,1094745917.59542
22705.9615042735,997487984.464342
22730.9174114774,1115044853.92457
22755.8733186813,1017293914.38544
22780.8292258852,1164392118.64952
22805.7851330891,1095171639.04024
22830.741040293,1156180938.23776
22855.6969474969,1105944807.11258
22880.6528547009,1211065924.43491
22905.6087619048,1141177634.73465
22930.5646691087,1227380434.7376
22955.5205763126,1059074296.14362
22980.4764835165,1071754934.85427
23005.4323907204,1054916805.04187
23030.3882979243,1126947901.21248
23055.3442051282,1229091855.96662
23080.3001123321,1058461444.94353
23105.256019536,1036383914.63531
23130.2119267399,1164056999.25469
23155.1678339438,1092030884.95865
23180.1237411477,1019609026.38427
23205.0796483517,1082765479.48772
23230.0355555556,1025060236.18636
23254.9914627595,1199936324.70906
23279.9473699634,1071144128.96075
23304.9032771673,1033275639.51908
23329.8591843712,979885136.831706
23354.8150915751,1013192605.17266
23379.770998779,1051798751.30255
23404.7269059829,1116322246.56401
23429.6828131868,1016122840.25824
23454.6387203907,1060188462.61921
23479.5946275946,1016327300.22047
23504.5505347985,1097001859.07735
23529.5064420024,1193732058.97436
23554.4623492064,1024408068.78948
23579.4182564103,1058553733.56475
23604.3741636142,1155920359.80318
23629.3300708181,1006193171.47002
23654.285978022,950741256.968896
23679.2418852259,1106820074.56715
23704.1977924298,987605862.619698
23729.1536996337,1091348902.87959
23754.1096068376,1030161153.28813
23779.0655140415,1113136344.23294
23804.0214212454,1110686780.98353
23828.9773284493,1102834665.19272
23853.9332356532,970875186.864282
23878.8891428571,951780868.459899
23903.8450500611,1100659036.3955
23928.800957265,945883241.575793
23953.7568644689,981050488.50945
23978.7127716728,1207649064.88653
24003.6686788767,958771680.125682
